Key,block1Title,previewText,logo,logoUrl,headlineImg,headlineMobImg,topModText,heroImg,heroMobImg,heroAltText,heroUrl,headerCopy11,headerCopy12,cta1Url,cta1Text,mod1DesktopImg,mod1DesktopText,mod1MobileImg,mod1MobileText,mod1DesktopImgUrl,mod1Imgalttext,mod2DesktopImg,mod2DesktopText,mod2MobileImg,mod2MobileText,mod2ImgUrl,mod2ImgAltText,mod3DesktopImg,mod3DesktopText,mod3MobileImg,mod3MobileText,mod3ImgUrl,mod3ImgAltText,headlineImage2Desktop,headlineImage2Mobile,Headlinetext2,heroImage2Desktop,heroImage2Mobile,heroImage2Url,heroImage2AltText,headerCopy3,headerCopy4,headerCopy5,cta2copy,cta2Url,cta3copy,cta3Url,cta4copy,cta4Url
-20,Semana 20: ¡Qué comience la cuenta regresiva para el primer beso esquimal!,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-20&utm_content=header_logo,be-title-pre-week-20-es.jpg,be-title-pre-week-20-es-mob.jpg,para el primer beso esquimal,Week_20_hero-es.jpg,Week_20_hero-es-mob.jpg,Su naricita está preparándose para el primer besito esquimal,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-20-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-20&utm_content=maincta _maincta,"Esta semana, la nariz de tu bebé empieza a tomar forma.","La semana 20 trae grandes momentos para tu bebé, desde el desarrollo de los centros nerviosos hasta sus primeros ataques de hipo (si pones atención es posible que los sientas).",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-20-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-20&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-20-es.jpg,,be-post-week-20-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19,"Semana 21: El más tierno ""pum"" que has oído en la vida",Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-21&utm_content=header_logo,be-title-pre-week-21-es.jpg,be-title-pre-week-21-es-mob.jpg,,be-hero-pre-week-21-cae.jpg,be-hero-pre-week-21-cae-mob.jpg,"Pum, pum, pum, pum, pum, pum, pum",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-21-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-21&utm_content=maincta _maincta,¡Alto y claro! Tu familia tiene un nuevo ritmo que seguir.,"El corazón de tu bebé hace pum, pum, pum a un ritmo entre 120 y 160 latidos por minuto (¡el doble de la velocidad de tu propio corazón!). Su latido es tan fuerte que se puede escuchar con un simple estetoscopio.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-21-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-21&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-21-es.jpg,,be-post-week-21-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18,Semana 22: Imagínate lo lindo que será jugar a cucú juntos…,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-22&utm_content=header_logo,be-title-pre-week-22-es.jpg,be-title-pre-week-22-es-mob.jpg,de cada mirada,Week_22_hero-es.jpg,Week_22_hero-es-mob.jpg,Muy pronto estarás enamorándote de cada mirada,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-22-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-22&utm_content=maincta _maincta,Esta semana dos de los rasgos más expresivos de tu bebé comienzan a aparecer: ¡las cejas!,"Aunque todavía no tiene mucho pelo, esos mechones son todo lo que necesita para esas caritas tan cucas que pronto te va a hacer.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-22-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-22&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-22-es.jpg,,be-post-week-22-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17,Semana 23: Cuál es el sonido favorito de tu bebé,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-23&utm_content=header_logo,be-title-pre-week-23-es.jpg,be-title-pre-week-23-es-mob.jpg,,Week_23_hero-es.jpg,Week_23_hero-es-mob.jpg,Tu voz es lo único que quiere escuchar,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-23-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-23&utm_content=maincta _maincta,"Sus oídos están completamente desarrollados, así que tus canciones y cuentos le llegan con claridad.","Mientas más leas, cantes y hables a tu bebé en la barriga, mejor podrá reconocer tu voz cuando nazca.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-23-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-23&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-23-es.jpg,,be-post-week-23-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16,Semana 24: Cuando los retortijones pasan a ser los movimientos de tu bebé,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-24&utm_content=header_logo,be-title-pre-week-24-es.jpg,be-title-pre-week-24-es-mob.jpg,La gimnasia parte de tu rutina nocturna,Week_24_hero-es.jpg,Week_24_hero-es-mob.jpg,¿Quién hubiera dicho que la gimnasia sería parte de tu rutina nocturna?,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-24-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-24&utm_content=maincta _maincta,"Tu bebé está a punto de volverse más activo, especialmente por la noche.","Si es que no te ha pasado ya, esta semana empezarás a notar pataditas y manotazos. ¡Pon mucha atención cuando te tumbes en la cama para dormir!",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-24-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-24&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-24-es.jpg,,be-post-week-24-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15,Semana 25: ¿Qué está pasando por esa linda cabecita?,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-25&utm_content=header_logo,be-title-pre-week-25-es.jpg,be-title-pre-week-25-es-mob.jpg,empiezan a desarrollarse desde hoy,be-hero-pre-week-25-cae.jpg,be-hero-pre-week-25-cae-mob.jpg,La imaginación del futuro comienza con los pequeños logros de hoy,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-25-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-25&utm_content=maincta _maincta,Ahora mismo el cerebro de tu bebé está preparándose para sus primeros pensamientos.,"Aunque las acciones de tu bebé están controladas por las áreas del cerebro ya  desarrolladas, la corteza cerebral está empezando a formar sus capas.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-25-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-25&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-25-es.jpg,,be-post-week-25-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14,Semana 26: ¿Quién tiene dos pulgares y el reflejo de succión?,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-26&utm_content=header_logo,be-title-pre-week-26-es.jpg,be-title-pre-week-26-es-mob.jpg,,Week_26_hero-es.jpg,Week_26_hero-es-mob.jpg,"En solo unos pocos meses, estaréis listos para la cena",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-26-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-26&utm_content=maincta _maincta,Esta semana la necesidad de tu bebé por succionar se vuelve más fuerte.,El reflejo de succión será muy útil cuando empiece a alimentarse y también le ayudará a consolarse. Es posible que ya esté practicando con uno de sus pulgares. Puede que le veas hacerlo en tu próximo ultrasonido.,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-26-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-26&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-26-es.jpg,,be-post-week-26-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13,Semana 27: Tu bebé está deseando ver tu cara,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-27&utm_content=header_logo,be-title-pre-week-27-es.jpg,be-title-pre-week-27-es-mob.jpg,para enamorarse a primera vista,Week_27_hero-es.jpg,Week_27_hero-es-mob.jpg,Por fin listos para enamorarse a primera vista,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-27-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-27&utm_content=maincta _maincta,Esta semana los ojos de tu bebé comiezan a ver.,"Después de 4 meses de tener los párpados completamente sellados, por fin ya comienzan a abrirse. Por ahora solo puede ver sombras y luces, pero para su nacimiento te podrá ver directamente la cara.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-27-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-27&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-27-es.jpg,,be-post-week-27-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12,Semana 28: Zzzzzzzzzzzzzzzzz…,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-28&utm_content=header_logo,be-title-pre-week-28-es.jpg,be-title-pre-week-28-es-mob.jpg,,be-hero-pre-week-28-cae.jpg,be-hero-pre-week-28-cae-mob.jpg,Adivina quién más está disfrutando del sueño reparador,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-28-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-28&utm_content=maincta _maincta,"Ahora mismo tu peque está estableciendo una rutina de siestas, ¡crecer tanto te puede dar sueño!","Y cuando no está durmiendo, está trabajando en desarrollar más sus ojitos, orejas y pulmones.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-28-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-28&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-28-es.jpg,,be-post-week-28-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11,Semana 29: Comienza a practicar tus besos de mariposa,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-29&utm_content=header_logo,be-title-pre-week-29-es.jpg,be-title-pre-week-29-es-mob.jpg,,be-hero-pre-week-29-cae.jpg,be-hero-pre-week-29-cae-mob.jpg,Muy pronto estaréis pestañeando juntos,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-29-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-29&utm_content=maincta _maincta,Esta semana tu pequeño está añadiendo un nuevo rasgo de expresión: ¡las pestañas!,"Está aumentando sus reservas de grasita y desarrollando la habilidad para autorregular su temperatura corporal, así que la semana 29 es súper emocionante.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-29-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-29&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-29-es.jpg,,be-post-week-29-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,"Semana 30: Tú quieres una ensalada, pero tu bebé: patatas fritas",Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-30&utm_content=header_logo,be-title-pre-week-30-es.jpg,be-title-pre-week-30-es-mob.jpg,,be-hero-pre-week-30-cae.jpg,be-hero-pre-week-30-cae-mob.jpg,Tu peque come lo que tú comes,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-30-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-30&utm_content=maincta _maincta,Ahora mismo tu bebé está desarrollando su apetito.,"Todos sabemos que el embarazo significa antojarse por dos, pero ahora mismo tu bebé tiene hambre de calcio, hierro, y toda la proteína que pueda recibir. Cada gramo le ayudará en su desarrollo.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-30-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-30&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-30-es.jpg,,be-post-week-30-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9,Semana 31: Tu bebé está practicando sus movimientos,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-31&utm_content=header_logo,be-title-pre-week-31-es.jpg,be-title-pre-week-31-es-mob.jpg,un paso más cerca para conocerte,be-hero-pre-week-31-cae.jpg,be-hero-pre-week-31-cae-mob.jpg,Cada patadita es un paso más cerca para conocerte,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-31-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-31&utm_content=maincta _maincta,"Y esta semana, todos esos movimientos están haciendo la diferencia.","Durante el tercer trimestre puedes sentir que tu bebé se mueve menos que antes, así que muchos médicos recomiendan contar diariamente las patadas, vueltas o movimientos del bebé. Si estos suman 10 o más, tu bebé está fuerte y sano.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-31-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-31&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-31-es.jpg,,be-post-week-31-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8,Semana 32: Solo faltan unas semanas… ponte cómoda,Ve lo que pasa en tu embarazo esta semana…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-32&utm_content=header_logo,be-title-pre-week-32-es.jpg,be-title-pre-week-32-es-mob.jpg,para cambiar de casa,be-hero-pre-week-32-cae.jpg,be-hero-pre-week-32-cae-mob.jpg,Porque se está preparando para ampliar su casa,https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-32-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-32&utm_content=maincta _maincta,Ahora mismo tu bebé está aprovechando el espacio al máximo.,"Idealmente, el bebé tratará de encontrar una posición cómoda hasta el momento del parto. Y aunque cada vez tiene menos espacio, no te sorprendas si todavía se mueve un par de veces más antes del gran día.",https://www.dodot.es/embarazo/calendario-del-embarazo/embarazada-de-32-semanas?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_week-32&utm_content=maincta _maincta,Ve qué más está pasando esta semana,be-post-week-32-es.jpg,,be-post-week-32-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
